url,tipo,id
https://votoinformado.jne.gob.pe/hoja-vida/3/3030/1,parlamento_andino,30
https://votoinformado.jne.gob.pe/hoja-vida/3/3031/1,parlamento_andino,31
https://votoinformado.jne.gob.pe/hoja-vida/3/3032/1,parlamento_andino,32
https://votoinformado.jne.gob.pe/hoja-vida/3/3033/1,parlamento_andino,33
https://votoinformado.jne.gob.pe/hoja-vida/3/3034/1,parlamento_andino,34
https://votoinformado.jne.gob.pe/hoja-vida/3/3035/1,parlamento_andino,35
https://votoinformado.jne.gob.pe/hoja-vida/3/3036/1,parlamento_andino,36
https://votoinformado.jne.gob.pe/hoja-vida/3/3037/1,parlamento_andino,37
https://votoinformado.jne.gob.pe/hoja-vida/3/3038/1,parlamento_andino,38
https://votoinformado.jne.gob.pe/hoja-vida/3/3039/1,parlamento_andino,39
https://votoinformado.jne.gob.pe/hoja-vida/3/3040/1,parlamento_andino,40
https://votoinformado.jne.gob.pe/hoja-vida/3/3041/1,parlamento_andino,41
https://votoinformado.jne.gob.pe/hoja-vida/3/3042/1,parlamento_andino,42
https://votoinformado.jne.gob.pe/hoja-vida/3/3043/1,parlamento_andino,43
https://votoinformado.jne.gob.pe/hoja-vida/3/3044/1,parlamento_andino,44
https://votoinformado.jne.gob.pe/hoja-vida/3/3045/1,parlamento_andino,45
https://votoinformado.jne.gob.pe/hoja-vida/3/3046/1,parlamento_andino,46
https://votoinformado.jne.gob.pe/hoja-vida/3/3047/1,parlamento_andino,47
https://votoinformado.jne.gob.pe/hoja-vida/3/3048/1,parlamento_andino,48
https://votoinformado.jne.gob.pe/hoja-vida/3/3049/1,parlamento_andino,49
https://votoinformado.jne.gob.pe/hoja-vida/3/3050/1,parlamento_andino,50
